[0.8656, 0.9536, 0.9504, 0.9504, 0.9536, 0.9584, 0.9576, 0.9672, 0.9664, 0.9632, 0.9592, 0.9632, 0.9656, 0.9664, 0.9704, 0.9688, 0.976, 0.9712, 0.968, 0.9656, 0.9544, 0.9496]
[0.9104, 0.9232, 0.92, 0.9136, 0.9336, 0.9512, 0.9488, 0.9504, 0.9528, 0.9416, 0.9416, 0.9392, 0.9464, 0.9488, 0.9568, 0.9648, 0.9664, 0.9592, 0.9632, 0.9672, 0.9552, 0.948]
[0.8928, 0.936, 0.9312, 0.9272, 0.932, 0.9432, 0.9424, 0.9488, 0.9504, 0.9504, 0.9504, 0.9504, 0.9504, 0.9496, 0.9528, 0.9504, 0.9528, 0.9592, 0.9592, 0.9568, 0.9544, 0.9488]
[0.8216, 0.9272, 0.9312, 0.9328, 0.9472, 0.9504, 0.9416, 0.9432, 0.94, 0.936, 0.9336, 0.9336, 0.9392, 0.9512, 0.9584, 0.9672, 0.9648, 0.9544, 0.9568, 0.948, 0.9488, 0.9424]
[0.8728, 0.928, 0.9256, 0.9216, 0.9344, 0.9424, 0.9352, 0.9472, 0.9432, 0.9312, 0.9312, 0.932, 0.936, 0.9416, 0.9432, 0.9536, 0.9544, 0.9488, 0.9416, 0.9376, 0.9264, 0.9184]
[0.868, 0.9104, 0.9048, 0.9064, 0.9272, 0.9312, 0.9288, 0.9304, 0.928, 0.9232, 0.92, 0.9216, 0.928, 0.9368, 0.9472, 0.9592, 0.956, 0.9576, 0.9512, 0.9376, 0.9304, 0.9208]
[0.8592, 0.9336, 0.9416, 0.944, 0.9528, 0.9616, 0.9624, 0.9648, 0.9664, 0.96, 0.9616, 0.9648, 0.9664, 0.9672, 0.9704, 0.9704, 0.9704, 0.9744, 0.9752, 0.976, 0.964, 0.9624]
[0.868, 0.9288, 0.9216, 0.9088, 0.9264, 0.9416, 0.9336, 0.9384, 0.9376, 0.9248, 0.9224, 0.9296, 0.932, 0.948, 0.9544, 0.9568, 0.956, 0.9576, 0.9536, 0.9528, 0.9376, 0.9272]
[0.8896, 0.9416, 0.9376, 0.932, 0.9416, 0.9488, 0.9424, 0.9416, 0.94, 0.9368, 0.9336, 0.9344, 0.9416, 0.9416, 0.9416, 0.9456, 0.94, 0.9464, 0.9384, 0.9464, 0.948, 0.9432]
